1.566198 1.337027
0.395103 1.371623
0.555549 1.019336
1.257742 -0.532166
1.904459 3.844447
1.434594 1.022424
0.032601 -2.314721
1.608354 3.953640
0.259581 -2.068548
0.436514 3.746101
1.225280 1.974012
1.048574 -0.518960
0.585034 2.559609
1.539828 0.818404
0.566629 2.356720
1.838053 5.602751
1.051991 4.288170
1.326454 2.353161
0.128343 -0.338356
0.126192 -3.967588
1.804416 6.835686
1.079521 0.913045
1.025071 1.135210
0.078561 -1.288372
1.861620 6.966241
1.477069 1.330279
1.375723 0.410047
1.760150 1.114729
0.457936 0.177933
1.373340 0.846445
1.314608 0.774048
1.847940 4.220532
1.368437 2.060759
0.431650 -0.065173
0.295320 0.760158
0.863907 0.513735
1.572004 1.785167
0.452213 -1.564741
1.112888 0.555901
1.813608 5.429577
0.990888 3.245330
1.870008 6.457773
1.499542 0.715542
0.464523 0.052038
0.304780 0.411304
1.586941 2.999889
0.149060 0.019989
1.043127 1.454352
1.595596 2.397038
1.934810 5.903168
0.186961 0.247814
0.156464 -2.860188
0.922841 1.970824
1.511162 0.891721
1.999987 9.996769
0.250937 2.322571
1.741080 3.626748
1.846138 8.397683
0.326263 1.043577
1.639390 4.301606
1.158860 -1.013177
0.199280 -0.544361
0.608590 0.907889
1.755228 3.533109
0.070842 -0.761173
1.850753 5.605806
1.958868 7.443135
1.967191 8.192115
0.327936 -0.952228
0.153989 0.816400
1.258959 1.100075
0.633734 0.071278
0.148322 0.367834
1.302264 1.371836
0.560084 2.482907
0.226561 -0.093766
1.888636 4.140549
1.695369 2.068874
0.689886 2.844770
0.467783 1.396892
0.963872 -0.321295
0.365112 -0.081725
0.827967 2.396503
1.275280 0.513293
1.218212 1.919719
0.656749 0.704857
1.841829 5.236939
0.514531 -0.037416
0.520994 2.153470
0.187480 -0.137841
1.153381 -1.011830
0.577556 0.026592
0.659284 0.626949
0.007157 2.721925
0.376402 0.031319
1.837861 6.697762
0.242286 -0.096681
1.548547 0.960956
1.723834 3.784711
1.096084 1.728779
